Soil Moisture,Temperature,Rainfall,Evapotranspiration,Solar_Radiation,Humidity,Hectares,Yied_Hectare_(M.Ton),Total_Production(M.Ton)
0.429082904,26.14429133,17.34887329,70.57113478,"16,330.18",83,187013,3.894,728268
0.483597704,26.83415505,36.84710863,70.61592182,"15,994.93",85,121851,4.003,487732
0.473606554,25.73245572,55.2834438,107.0618208,"16,554.88",84,67733,3.625,245503
0.444564376,26.08125451,7.272060659,52.52393513,"16,566.78",76,47079,3.89,183143
0.484062656,26.63011632,74.34121178,122.8343434,"17,461.25",83,61651,3.342,206040
0.493706155,26.02058473,38.59340269,71.01364349,"16,280.42",85,38730,3.789,146744
0.478863633,26.1042623,50.32576889,84.65622018,"16,445.17",80,50566,3.842,194259
0.46420484,27.61360292,83.44281252,134.4836348,"18,040.88",83,144736,3.762,544518
0.478650643,26.76998375,51.17981631,75.67524688,"16,358.19",87,47156,4.385,206782
0.411590655,26.33460791,3.818476865,70.44318795,"16,547.06",81,175290,4.087,716477
0.452584593,26.47858484,54.25254206,95.16418324,"16,433.15",77,27804,4.198,116710
0.453432846,26.24120914,82.86778292,82.54155562,"16,985.65",80,33480,3.637,121757
0.430651796,25.90820994,10.0312886,63.73399173,"16,291.35",80,125099,3.668,458840
0.461684948,25.90443507,40.81388332,75.39629847,"16,279.17",81,54316,4.001,217327
0.476865328,25.88533198,49.46264058,100.2749876,"16,659.88",75,73311,4.8,351873
0.472063615,26.3766678,39.52493954,70.30522567,"16,003.81",79,108124,3.68,397845
0.47876965,25.96777513,15.95868073,80.57889946,"16,215.80",75,131138,3.958,519047
0.449531356,25.73024075,58.97839331,89.21518386,"16,473.10",87,160106,4.18,669316
0.5872637,25.39013434,61.74064921,120.5888269,"17,136.13",87,9800,3.874,37965
0.442018087,26.09723032,43.10890196,82.03550262,"16,319.11",81,86317,4.245,366404
0.427320165,26.69822997,10.56561514,79.92146974,"16,463.93",81,68035,4.072,277035
0.490239191,25.38920971,64.4921427,173.1186986,"16,809.59",83,10095,3.433,34654
0.532333229,25.19978325,56.99387428,68.04072849,"16,844.30",85,48811,3.984,194455
0.445402673,25.83213896,32.60566017,75.99966898,"16,002.96",77,158184,4.353,688623
0.428069824,25.30910377,8.014037966,85.3411765,"16,353.46",84,117321,4.142,485934
0.469112435,25.8705081,20.39309998,65.92530439,"16,358.68",86,28508,4.042,115237
0.482563047,25.40753265,73.65447478,108.9771724,"16,989.24",82,26411,3.915,103391
0.395097858,26.32947095,2.63968443,84.9671462,"16,602.89",85,47851,3.736,178761
0.470662569,26.48121694,54.08293895,105.5893712,"16,630.57",87,33677,4.366,147047
0.459747616,26.38676098,44.67329214,95.12606223,"16,395.18",79,42696,4.192,178989
0.486510737,26.2185305,45.14922263,92.48542037,"16,328.22",79,46533,4.44,206622
0.472068618,25.45508258,40.09315136,102.24917,"16,243.59",82,52943,3.387,179313
0.496820335,26.11744803,28.31508228,66.31195559,"16,310.66",82,13627,4.097,55837
0.453155714,26.52210089,54.57345152,99.42523169,"16,394.50",83,26450,4.121,109007
0.445494169,26.23683974,21.83882916,76.25164996,"16,284.42",77,266243,4.158,1107015
0.408387645,26.30439747,8.900068389,48.11013061,"16,528.47",83,199007,4.088,813546
0.480116431,26.1565031,46.30857897,84.28561889,"16,561.70",77,59063,4.207,248491
0.453966761,27.05478692,51.04480594,77.10877138,"16,269.00",83,50213,3.715,186560
0.461561517,26.27544757,41.92026439,98.14794563,"16,079.95",83,26018,3.893,101289
0.45332566,25.85940812,14.97319736,59.15093019,"16,402.29",82,59225,4.635,274525
0.455328882,26.16591289,27.14641374,66.04812405,"16,192.19",81,171875,4.156,714290
0.397392321,26.06808697,1.87351082,85.67056509,"16,639.45",85,101166,4.065,411224
0.473258467,25.86444895,84.74459225,98.07449645,"17,200.89",77,76035,4.685,356197
0.470574424,26.09292939,21.99873758,71.65828281,"16,312.89",75,56317,3.999,225208
0.377274935,26.11377812,1.572677087,93.6502512,"16,587.22",77,35308,4.085,144219
0.530168736,25.59506242,88.97283623,99.47129317,"17,401.86",75,1075,2.252,2421
0.560515266,25.36275995,50.46439875,109.5390718,"17,073.32",80,21871,4.12,90105
0.467010735,26.19232563,40.11971379,84.06742786,"16,318.54",75,12664,4.103,51956
0.448126619,25.86401306,11.25268002,54.70025997,"16,509.43",77,69175,3.897,269551
0.52680333,24.54705823,67.21983164,198.2692633,"17,097.35",74,6878,3.967,27283
0.415602238,25.9973689,7.049506165,82.49510672,"16,500.80",77,141693,4.354,616865
0.522463105,25.82109327,64.3989629,74.48051037,"16,783.03",75,71468,3.946,282007
0.469282599,26.357158,59.14688137,98.99371616,"16,598.48",76,21172,4.101,86823
0.437545132,26.36205661,15.68110156,79.08670629,"16,188.09",72,107306,4.001,429375
0.472574093,25.5928155,22.88762058,72.54130563,"16,267.32",77,139338,4.224,588606
0.469908522,25.43168131,30.82502527,43.56376147,"16,161.55",80,201037,3.671,738001
0.482402157,25.84613974,46.12580079,63.03791458,"16,341.80",80,77916,3.094,241039
0.467038774,25.79148568,29.4079213,76.47962983,"16,316.28",84,191878,4.383,840931
0.389849268,26.64736539,2.544284148,65.40269557,"16,687.30",82,67529,3.74,252528
0.513850107,24.20895488,9.252810026,70.5575476,"17,467.09",82,56100,4.581,256997
0.580860647,24.49605632,40.29101422,130.0759693,"18,840.94",78,6223.95,3.897,24253.34
0.562717813,24.79407352,17.00325961,75.04086611,"17,813.90",84,1314.39,2.999,3941.489
0.518246317,24.28801814,23.75967759,102.4812288,"17,373.37",73,50803.7,3.84,195100.6
0.506476927,24.47738694,37.16026812,110.3067451,"17,812.92",83,41369,3.892,161002.8
0.403351748,25.33329764,8.175675621,90.51581714,"16,600.61",84,185915,3.817,709612
0.476652951,26.35404241,30.94728321,62.25473706,"16,694.34",82,111308,4.234,471297.9
0.455118505,25.05411316,17.79743522,101.6381915,"17,274.79",82,61792.3,3.845,237576.3
0.452930577,25.62051571,2.950586365,59.81068735,"16,640.55",87,45510.5,3.623,164882
0.466688878,25.81884361,34.88318428,92.09852832,"18,204.95",77,61882.9,3.959,244972
0.425295017,25.22985511,7.547213638,58.9018948,"16,914.08",74,32616.2,4.022,131195
0.470024201,26.00262445,23.13724188,73.62323586,"17,242.91",78,52350.4,3.996,209201.1
0.464866658,26.73802722,41.06766293,103.3330066,"19,025.09",80,155545,4.256,661981.6
0.464741892,26.16093758,20.54166196,71.17033573,"16,911.92",83,47074,3.842,180846.7
0.399096844,26.19757804,7.38691356,110.2053716,"16,352.28",78,170739,3.992,681567
0.445541079,26.58586343,17.1630112,87.52117973,"17,062.64",81,22738.6,3.82,86868.48
0.440985973,25.98956881,25.82114635,80.60596863,"17,712.80",76,26808.7,3.548,95106.9
0.457052021,25.22848655,7.475246227,82.50632213,"16,411.12",82,124073,3.863,479310
0.448786935,25.2918904,20.74148982,70.47608125,"16,622.98",80,58950,4.139,244017.5
0.476694615,25.69135614,15.15720758,87.33485991,"17,156.95",82,73829,4.8,354393.9
0.45030728,26.08925636,25.18662828,70.33563285,"16,507.15",81,117416,3.479,408473
0.472634255,25.26520106,8.701241367,93.86650145,"16,396.54",84,128592,4.003,514788
0.401753896,25.53347478,17.72250217,75.16729027,"17,246.07",79,161981,4.626,749344
0.59596276,24.59404494,17.63060687,97.37824996,"17,475.80",76,9614.75,3.691,35488.16
0.395651103,25.61377855,10.70566855,65.84185405,"17,004.24",79,87488.6,4.503,393930
0.399196679,26.02412377,6.807309464,99.52671119,"16,555.03",79,70845,4.095,290082
0.51473233,24.69164223,34.89876147,111.2460695,"17,537.86",81,10079,3.609,36379.99
0.533063295,24.38327992,8.95123832,59.03770198,"17,383.00",77,57459,4.691,269538
0.444997489,25.43644775,23.89436983,70.6509558,"16,352.14",77,165510,4.304,712400.3
0.452450224,24.79467526,9.914025723,71.40855219,"16,223.64",75,113480,4.21,477747
0.418521603,25.17415813,6.041718773,58.88741723,"16,835.77",80,34941.9,4.229,147782
0.47129778,24.73467649,23.88332996,118.4975989,"17,564.87",77,26030.5,4.334,112820.2
0.375594303,25.86154202,8.304470478,78.17594548,"16,165.99",78,45542.5,3.934,179177
0.466272239,26.3924368,20.82923478,88.46057338,"17,180.04",79,35157.4,4.149,145874.4
0.400467144,25.84272899,13.80624369,73.34793317,"17,060.02",81,37837,3.897,147455
0.465338847,25.9184183,15.94698827,86.55248412,"16,870.48",79,46950,4.398,206490.5
0.454473043,25.24587124,26.79414302,89.49439014,"16,664.98",75,52650,3.182,167550
0.436182433,25.52808672,6.808532353,56.40200567,"16,830.88",76,21558.4,3.782,81544.7
0.450626813,26.13232456,23.19846734,85.38641761,"17,095.97",77,20746.6,4.018,83370.29
0.424548906,25.39810888,11.66485522,79.97861545,"16,284.21",79,256441,3.972,1018506
0.406170037,26.16443276,4.4805095,71.29501648,"16,597.66",75,188013,4.342,816283
0.456138227,26.07489132,13.34238528,74.49823102,"17,196.66",81,52709.3,4.352,229374
0.459980074,26.25484811,21.12666765,71.38958937,"16,916.40",72,47320.2,4.052,191746.7
0.431998464,25.59297558,25.74276665,77.9945124,"16,627.98",81,22927,3.853,88327.6
0.416759872,25.4781705,3.505175246,63.2774929,"16,715.03",82,61407.5,4.486,275484
0.469412365,25.43492861,18.17378968,67.46093529,"16,154.20",73,182698,3.952,722000
0.36529248,25.59025296,6.786141096,94.81641916,"16,214.66",60,83411,4.265,355759
0.429563106,25.44310055,26.22316993,85.78268013,"17,823.09",65,63448.5,4.918,312045.5
0.437298211,25.2852729,6.532199863,57.2662245,"16,790.30",79,54658.7,3.762,205636
0.328452541,25.88856478,3.911462531,108.5815371,"15,950.51",79,33429.2,4.183,139838
0.522485392,24.89671842,29.544976,76.998411,"17,879.02",83,1048.93,2.634,2763.006
0.566730349,24.65934953,9.350986782,86.73787059,"17,433.31",81,22407.8,4.267,95623.43
0.421985039,25.61136519,13.77328431,78.10061571,"16,912.14",83,13457.6,3.888,52318.09
0.433607389,25.30446613,2.441610113,56.04640222,"16,692.97",80,68086.7,3.998,272192
0.550434375,23.63657014,39.60739558,132.5012093,"17,857.55",86,7455.38,3.989,29739.77
0.414920586,25.56137654,8.242910161,86.01950748,"16,351.19",79,134680,4.492,604948
0.496334126,25.08227926,12.79038364,70.6188773,"17,392.03",85,74854.9,4.082,305563
0.457519807,25.68944163,21.59090633,87.65491782,"17,213.65",84,25289,4.305,108868.9
0.436409721,25.47195473,8.177057715,89.98507747,"16,234.29",84,95875.1,4.139,396798
0.46281773,25.22446305,7.68349748,82.64525911,"16,666.46",81,140289,4.411,618878
0.482734833,24.95261347,22.85119682,59.62008526,"16,186.94",87,217050,3.558,772322
0.479784737,25.56089052,31.59151094,68.34316949,"16,439.22",78,83367,2.788,232389
0.432641957,25.47038169,10.99535179,86.60815925,"16,588.50",78,168445,4.332,729684.9
0.359582477,26.70328526,6.679176082,111.4004311,"16,292.44",85,58683.2,3.904,229103
0.567533991,24.39008228,85.69765995,117.3472394,"16,918.80",83,58453,4.592,268437
0.52383031,25.15675882,132.3526416,175.9014392,"18,716.24",82,6234,3.921,24448
0.543346829,25.4154873,127.4025636,114.9112401,"17,339.94",77,1384,3.308,4578
0.539598982,24.52816176,128.8061652,161.5196304,"16,889.36",84,48805,4.039,197115
0.526712074,24.67148679,174.9780908,159.3637064,"17,447.91",72,38450,3.923,150845
0.36289603,25.32409631,22.36788936,114.1884937,"15,862.43",81,185882,3.882,721540
0.477464452,25.68898334,69.20813263,79.5069541,"15,900.20",82,112275,4.544,510156
0.525919231,24.64612073,91.62947691,139.3626091,"16,634.28",81,60808,3.714,225864
0.426886552,25.91606667,9.738038409,75.52807094,"15,989.94",80,46633,4.177,194796
0.474013014,26.25510179,136.7167412,139.6140645,"17,969.62",83,57048,3.951,225424
0.446004224,25.64030066,51.94892201,100.2472964,"16,097.56",76,31389,3.799,119258
0.487419176,25.49165813,87.84086843,106.6360322,"16,551.04",74,53099,4.008,212835
0.470545347,27.20489027,147.384196,158.8563232,"18,863.35",75,149675,4.376,655020
0.50601617,26.32697221,67.6245488,98.37708379,"15,995.08",75,45691,5.138,234756
0.374155009,25.85345673,2.590269529,120.1426795,"15,724.22",77,172643,4.105,708694
0.457872796,26.42478647,66.61758021,123.5889119,"16,270.04",71,23223,4.614,107153
0.464838717,25.6748272,115.5968126,126.9435325,"17,262.62",81,27001,3.577,96580
0.400996391,24.81208293,9.027094824,101.5647684,"15,658.10",69,129504,3.972,514340
0.448357605,24.93055072,58.15342466,94.8290841,"15,708.82",78,59326,4.153,246388
0.52444917,26.28470001,65.52455761,124.0696967,"16,460.18",76,73991,5.117,378580
0.487054799,25.92843518,46.88505883,89.85084406,"15,955.57",74,119661,3.443,411976
0.440547686,24.93790484,19.09828454,123.8551881,"15,642.31",72,128714,3.995,514230
0.40341796,25.28459831,67.71289661,106.9507923,"16,426.32",80,158532,4.625,733189
0.560920458,24.86784456,121.5962227,149.1001526,"16,970.20",79,9122,3.827,34909
0.382859535,26.08204107,57.42619829,108.0326339,"16,198.12",79,81030,4.516,365940
0.354683052,25.396139,11.48776137,127.4857018,"15,966.62",83,70969,3.816,270850
0.465690941,24.34576483,110.103445,162.3287361,"17,187.69",81,10882,3.705,40315
0.557021966,24.7051226,74.79359744,81.29226449,"16,771.20",79,59051,4.232,249918
0.476160916,25.43117613,46.95310342,88.55107949,"15,633.47",77,165114,4.219,696629
0.401050004,24.6196245,7.344049687,102.4368704,"15,503.86",80,113520,4.057,460534
0.40140867,26.18889016,39.35464385,100.5795464,"16,033.72",74,34151,4.061,138682
0.538504746,24.73252265,126.6645605,151.2869437,"17,156.17",83,28425,4.042,114894
0.333668246,25.23025699,2.861081851,104.9634972,"15,340.27",80,44619,4.016,179168
0.487459365,26.4984959,80.09087519,132.1871161,"16,484.75",81,33729,4.402,148488
0.39086775,26.10258372,59.4866483,112.4200336,"16,280.84",82,36650,3.665,134315
0.484196741,26.05363276,57.26639293,120.2066746,"15,937.19",83,46561,4.739,220673
0.501822132,24.92502567,40.66974443,111.661675,"16,320.51",82,53029,3.527,187026
0.439200399,26.22817379,42.17961305,85.63548631,"16,024.28",70,20209,3.849,77792
0.507596421,26.44541705,78.8766513,121.1491045,"16,268.57",80,22683,4.279,97062
0.401686478,24.87887347,29.9069513,108.6357991,"15,660.42",80,260767,3.846,1002998
0.369078339,25.80712882,12.04524136,89.05464341,"16,082.74",78,184335,4.379,807132
0.450080131,25.64810015,64.15622406,109.5754061,"16,433.26",83,49259,4.438,218593
0.487064212,26.38183256,69.80641731,94.13643429,"16,029.13",86,21866,4.22,92264
0.46738745,24.51782502,63.57662543,109.0448493,"15,751.44",67,52783,3.918,206813
0.402106317,26.02351591,27.84136589,104.2143415,"15,965.33",64,58412,4.348,253950
0.434710531,25.07738692,28.73672102,98.98751605,"15,708.17",74,182891,4.439,811917
0.343729394,25.3885431,1.871911948,117.215136,"15,462.25",73,83401,4.282,357147
0.516355539,25.41480545,126.8696744,140.5740849,"17,438.97",71,64108,4.685,300360
0.427723541,26.35122205,36.61110142,99.7422261,"15,887.64",70,51837,4.116,213368
0.334866928,25.92366784,2.48580973,125.1236491,"15,314.55",70,31134,4.219,131368
0.504962632,25.13223562,175.0926869,128.0728827,"17,456.30",72,1145,2.912,3335
0.565640371,24.98216859,90.412777,138.5118821,"16,874.27",70,22262,4.201,93522
0.412584319,26.09023583,51.69078676,114.0166715,"16,060.32",73,13114,4.273,56037
0.407741131,26.00178071,22.14647235,88.02504604,"16,072.06",70,66155,3.85,254667
0.515436807,23.90209118,118.2045791,180.5136419,"17,674.15",71,7309,4.175,30516
0.354485958,24.77032142,6.183685687,111.6773935,"15,557.89",74,133001,4.41,586531
0.525031026,25.1108169,74.74072311,92.14992606,"16,758.65",81,75642,3.863,292231
0.490931065,25.9097754,96.3838699,131.508991,"16,539.88",80,26056,4.759,123993
0.389797848,25.1063425,17.76797966,126.8764388,"15,634.71",79,93635,4.061,380208
0.435873904,25.62435168,35.73429815,94.13070968,"15,714.69",74,140603,4.313,606362
0.464579458,24.90867335,34.97446716,90.07928763,"15,837.27",69,215911,3.702,799346
0.480066538,25.68464892,39.53992357,97.9353156,"16,223.66",70,82490,3.027,249732
0.437365149,24.88564073,40.6225727,110.3506972,"15,661.15",74,167472,4.026,674292
0.349380332,26.98982086,2.222839818,108.8049467,"15,817.81",75,58378,3.859,225252
0.517202976,25.01960778,20.29765989,97.67486501,"18,032.79",71,58856,4.57,268754
0.504687754,24.96392049,93.30686734,128.7516949,"18,768.36",78,6243,3.86,24116
0.520621707,25.86865212,44.00774181,123.4126288,"18,202.24",72,6969,3.25,22680
0.497591056,25.19778652,33.43294279,125.2017729,"17,796.83",77,52657,3.99,209855
0.515244063,24.96839922,68.93616868,152.1220051,"18,018.54",73,37899,3.83,145049
0.407075741,26.06803368,1.17543445,81.34704404,"17,015.08",74,185336,3.884,719759
0.467319648,27.01660834,27.06602654,67.09488544,"16,993.31",72,112020,4.61,516316
0.506155871,25.13286463,12.57755071,110.6986193,"17,539.58",81,60861,4.1,249509
0.486396763,25.66766331,0.155977746,58.76208929,"17,040.84",83,47889,4.455,213342
0.457840543,26.23453565,90.26585976,124.2352818,"18,162.21",73,62977,4.01,252243
0.461703976,25.5688201,13.83689696,63.62249755,"17,673.23",82,33224,3.77,125157
0.483642897,25.99134619,19.49885028,78.93621815,"17,429.75",83,52096,3.96,206041
0.458493638,27.06448708,95.98674711,129.8843684,"18,838.09",84,149410,4.41,658933
0.472668537,27.08910083,26.04462487,64.25208249,"17,477.81",83,44677,4.61,205831
0.421498953,27.00535641,0,122.106931,"16,570.36",86,173996,4.091,711737
0.461633806,26.60748027,18.94769754,100.0915844,"17,710.87",82,23027,4.62,106298
0.417970416,26.06579732,74.98233056,109.9654189,"17,828.48",79,27007,3.65,98612
0.424961516,25.5087992,8.39E-04,83.86269093,"16,666.31",83,130008,4.029,523837
0.446312644,25.78695053,26.49043264,77.3256835,"17,229.60",82,59386,4.34,257662
0.480672401,25.72078952,11.63356999,99.30486637,"17,768.14",82,74350,4.93,366425
0.471390529,26.25820879,22.1698107,71.65323197,"16,889.19",80,119654,3.657,437550
0.458393121,25.37516199,2.54148501,78.62553069,"16,864.67",80,130382,4.23,551535
0.422114029,25.88931389,19.62420508,88.22681008,"17,905.24",78,157218,4.47,703045
0.565061571,25.02176323,38.9220846,138.003562,"17,930.72",85,10686,3.75,40037
0.414040818,26.30309368,14.47261587,82.42234844,"17,744.84",81,79965,4.25,339889
0.409520972,26.88600931,0,94.76484853,"16,884.63",83,68626,4.066,279023
0.530838965,24.52238584,54.93985062,106.8824684,"17,620.51",82,10868,3.83,41588
0.507205243,25.52153863,17.40333274,68.64390676,"18,010.40",85,57495,4.23,243273
0.438481124,25.74283339,29.20362921,78.74644343,"16,844.52",82,163408,4.25,694537
0.435705386,25.01323176,2.664768994,89.22737468,"16,412.04",78,111989,3.971,444758
0.44369613,25.80838171,7.049138137,58.20089818,"17,515.70",83,35053,4.26,149437
0.497578845,24.90634995,46.05422575,138.2013957,"17,790.42",82,30979,3.88,120280
0.402652282,26.13243321,0.28767731,107.3204232,"16,323.53",85,46179,4.156,191901
0.468967303,26.87338145,19.75801244,91.23728196,"17,715.01",77,32637,4.26,138886
0.419472991,26.39261926,14.52504809,89.15971443,"17,777.12",81,34924,3.79,132515
0.478908441,26.93944596,19.35800513,91.69112472,"17,480.67",77,47880,4.84,231520
0.474214253,25.43434964,17.88583897,63.50943953,"17,099.84",83,55852,3.244,181159
0.477655617,25.39730245,8.860950426,58.70565372,"17,568.19",82,19399,3.97,77060
0.467407163,26.7459412,25.76100404,85.49376231,"17,544.02",84,22945,4.42,101346
0.405526019,25.78101079,7.348531723,86.44421528,"16,982.68",84,261089,4.126,1077242
0.414187871,27.05187072,0.004858457,72.34785772,"16,992.13",86,185392,4.416,818693
0.449852582,26.0340072,12.03193278,86.81705062,"17,842.77",74,47283,4.57,216119
0.447614668,27.1785572,28.00312268,69.53172872,"17,356.57",76,53451,3.96,211748
0.458314524,25.96545935,35.6237689,94.86541922,"17,066.71",82,20083,4.3,86422
0.450178777,25.9411039,1.996976647,54.21844521,"17,257.50",79,59994,4.306,258336
0.441387558,26.32692991,10.00798175,80.8733058,"16,798.32",77,181878,4.123,749905
0.43353291,25.80362724,0,110.7464014,"16,386.60",74,82759,4.356,360529
0.470028706,25.61353461,71.59392956,121.5001605,"17,960.09",80,67432,4.63,312364
0.462273401,26.02247438,7.186740873,62.44365784,"17,391.69",68,54430,4.319,235085
0.480628263,26.16876769,0,114.4770068,"16,258.47",84,31365,3.832,120184
0.494770136,25.86675361,60.65728465,110.4431278,"18,171.55",79,1074,3.27,3517
0.534274782,25.48997408,26.74719762,128.8342431,"17,948.41",78,22798,4.23,96361
0.449152014,26.21126072,14.35581574,89.654923,"17,588.64",78,13075,4.25,55573
0.465242279,25.84836547,0.86758891,59.30742882,"17,229.40",83,65341,4.06,265300
0.513305491,23.90320912,75.170303,137.5153935,"17,956.76",78,7056,3.99,28175
0.409080031,25.83503322,0,118.2973948,"16,505.98",77,132084,4.441,586599
0.498569892,26.14146546,17.09673981,79.65318292,"18,067.72",81,75086,3.94,295593
0.456806422,26.30471622,22.42285048,100.4878233,"17,638.27",81,25941,4.65,120574
0.43192389,25.69931672,1.1628981,101.0998705,"16,782.33",79,91235,4.134,377149
0.4574191,25.92275792,9.085023306,73.48364623,"17,178.83",77,140495,4.228,593982
0.494922257,25.56062259,10.10250265,65.91149644,"16,769.10",77,221133,3.708,819988
0.477205914,25.69997713,18.3067664,52.4491189,"16,949.70",71,82719,3.028,250496
0.469225584,25.67596112,13.08274447,83.1841844,"17,203.86",81,170155,4.32,735536
0.447921415,26.93536965,0,111.7482805,"16,554.36",78,58622,3.895,228318
0.557136287,24.51948304,43.56551129,59.0842843,"16,803.87",79,58315,4.601,268314
0.477868082,25.10068814,63.08310747,82.47817498,"17,962.95",80,6244,3.921,24483
0.624941905,25.25408652,56.89572364,70.42801694,"17,216.70",84,8141,3.65,29714
0.519324526,24.51532091,81.53946585,92.97001341,"16,738.57",68,52944,4.061,214990
0.518578526,24.68136134,73.04914609,88.79774383,"17,152.08",72,39580,4.237,167712
0.389240787,25.78515912,22.99976045,46.47443773,"16,332.36",72,186633,3.858,720121
0.500742284,26.20660965,45.25463421,45.38176675,"16,217.11",71,110729,3.937,435989
0.498821417,24.90694451,51.12585531,87.54748609,"16,563.05",75,61773,4.41,272417
0.412221515,25.70864943,7.151366589,31.50001467,"16,355.40",65,50562,4.463,225685
0.463773572,26.34322505,66.85839684,72.39303807,"17,398.37",71,63206,4.003,253044
0.485294001,25.10617413,33.06566257,34.49267484,"15,978.76",69,34930,3.999,139693
0.50063561,25.65949765,51.35553661,57.64541376,"16,505.07",73,52180,4.175,217873
0.463313595,27.52885297,66.50164391,90.96613313,"18,243.86",70,150224,4.189,629280
0.488129381,26.20472188,58.17280023,51.52658671,"16,347.01",72,41888,5.014,210018
0.367959686,26.08539478,5.918723136,43.07657315,"16,542.48",67,172370,4.076,702653
0.48007828,25.40683669,60.95659084,73.3223836,"16,380.75",75,23131,4.428,102413
0.455698321,25.90113354,71.00692951,64.01361657,"16,912.75",81,29368,3.451,101359
0.412697506,25.62981425,6.306882532,35.30172595,"16,474.28",79,127379,4.017,511704
0.471781657,25.63969161,49.44155522,43.60548434,"16,245.00",82,57676,4.296,247769
0.507685938,25.00449877,48.26293542,64.97028691,"16,456.54",82,76727,5.047,387234
0.475481358,25.99766528,34.21145001,42.06884613,"16,329.98",81,122161,3.779,461591
0.468079723,25.70105337,14.38461338,46.33372239,"16,388.22",78,129289,4.059,524828
0.484614756,24.73122364,45.81037358,50.44599842,"16,180.04",79,157083,4.462,700934
0.600278021,25.15682873,66.19761039,108.2183437,"16,842.20",76,10806,3.364,36347
0.453480569,24.96758499,40.31076077,43.04242841,"16,068.09",83,85339,4.567,389737
0.400554148,26.48627585,11.71506967,48.42446898,"16,439.41",82,68249,3.853,262958
0.45750762,24.84954182,61.47359682,83.43657634,"16,674.53",83,10899,3.744,40803
0.544040559,24.46897933,42.83492323,36.70497503,"16,590.23",83,59870,4.015,240362
0.468599848,25.53661467,28.74448826,44.9928998,"16,204.94",86,163815,4.095,670800
0.429831759,24.94122039,6.477601277,57.09721615,"16,613.21",77,112308,4.397,493847
0.441117196,25.13902537,24.23971429,35.81984603,"16,013.36",74,35578,4.05,144077
0.518683908,24.72584495,54.99704834,87.27579623,"16,866.51",79,31925,3.875,123692
0.345382136,25.87189699,8.195977404,45.48531969,"16,634.67",78,47191,4.189,197689
0.481792756,25.70654194,56.90260346,73.56807127,"16,530.88",76,32264,4.531,146174
0.4654465,25.10366225,47.32728132,53.84230704,"16,236.12",72,36448,3.777,137675
0.511880507,25.25008169,51.72487569,73.19024358,"16,271.72",75,47321,4.669,220923
0.45998275,25.31670971,30.47803121,53.42507413,"16,530.72",72,57045,4.012,228871
0.463056355,25.47473324,25.25986243,38.00695002,"15,963.67",79,19762,4.079,80617
0.506003767,25.83862604,62.65200744,64.51560231,"16,453.98",78,23744,4.452,105703
0.427588294,25.79186579,15.90203481,44.14534415,"16,352.55",79,260451,3.932,1024213
0.382516611,26.58039598,8.028727288,29.9996712,"16,368.10",77,188539,4.477,844068
0.482651136,24.91482376,44.07074861,53.77114343,"16,332.41",84,48625,4.504,219006
0.499682029,26.45017357,57.75802015,46.20654867,"16,343.31",66,54266,3.833,208025
0.477460508,25.47606218,43.04771489,61.43513499,"16,206.03",70,19451,3.986,77533
0.402048933,25.74436328,22.40810765,34.19338813,"16,095.93",73,59959,4.285,256899
0.453223731,26.01736363,14.00006451,39.37543387,"16,397.11",76,180624,4.101,740659
0.345109101,25.51450895,5.238181464,44.20469704,"16,641.83",74,81637,4.331,353538
0.488470787,25.28206937,56.8220724,64.52587848,"17,082.88",68,69848,4.779,333812
0.478982497,25.43062016,31.29445568,45.93358661,"16,086.29",72,54458,4.145,225720
0.316819865,25.77865872,3.817538047,53.77122175,"16,565.02",69,31909,4.013,128067
0.555460562,25.56021646,75.63661454,70.83788307,"17,262.43",73,1086,3.034,3296
0.595667205,25.07440167,47.03726801,84.60912675,"16,784.66",67,22804,4.169,95071
0.478267335,25.13176884,47.2658028,61.56958811,"16,198.76",73,12895,4.457,57469
0.407544836,25.88490906,13.18451952,33.09366364,"16,170.55",67,65807,4.111,270507
0.468872166,24.08580042,67.14739765,96.17106934,"16,967.51",70,7270,4.299,31254
0.382038935,25.5232006,6.709415263,52.17659072,"16,588.72",66,130262,4.576,596092
0.530419843,24.70278611,49.02834136,38.78947995,"16,503.00",65,78381,3.728,292194
0.485189657,25.47504057,62.38782713,71.64837651,"16,556.70",72,26340,4.433,116768
0.422207185,25.9902819,9.417800544,44.11037373,"16,428.42",70,88556,4.544,402440
0.471774172,25.6586418,31.11365528,51.26911703,"16,173.01",68,140561,4.485,630375
0.492710351,25.37402581,17.46066487,46.82436214,"16,505.16",62,222415,4.382,974600
0.484693095,25.77576312,28.8283864,53.98760273,"16,734.08",68,82011,3.387,277760
0.487014465,25.73066516,36.2947661,53.43334633,"16,241.00",59,169978,4.213,716202
0.346974339,26.26580993,4.37191076,53.89064434,"16,669.35",76,61334,3.918,240282
0.526654685,24.82562469,5.019598491,56.23706948,"18,438.22",72,59352,4.647,275830
0.518038462,25.04597709,30.68947032,88.8145368,"19,034.73",71,6126,3.909,23948
0.58846167,25.42909566,11.94425292,58.02574986,"18,825.44",72,8009,3.161,25317
0.508825925,25.24860786,13.17651898,77.06437478,"18,371.33",75,51560,4.16,214468
0.518158935,25.25972005,23.26884889,79.90387899,"18,703.04",83,39890,4.196,167366
0.416825527,26.40955443,0.615405096,36.77023888,"17,060.98",72,187215,4.129,773052
